what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576211474469
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576211474500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576211476170
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576211486393
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.refactor.quickMenu",1576211501321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576211507368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576211517247
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1576211517297
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.refactor.quickMenu",1576211525906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576211528221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576211541657
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1576211541709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576211549902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576211552015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576211553595
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576211555285
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576211555310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576211556471
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576211564714
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576211685708
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576211693991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576211752927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576211753396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576211768303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576211768412
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1576211781826
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576211786505
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576211794832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576211803619
closed,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1576211805797
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576211808243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576211813741
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576211859184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576211880340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576211886925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576211890895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576211894955
