what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575528843561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1575528898606
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575528903989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575528907808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575528939388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575528953768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575528960061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575528964958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1575528964985
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1575528967214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575528977271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575529001547
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1575529001655
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1575529001678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1575529099447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1575529101528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1575529103776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1575529113307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1575529120179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575529179765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575529195735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1575529293037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1575529379608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1575529382023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1575529386857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1575529388719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1575529390947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575529502809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575529516485
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1575529519827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575529525217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575529539904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1575529553483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575529554892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575529642668
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1575529650113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575529659031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575529673189
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1575529673303
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1575529673325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575529706472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575529708840
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1575529958199
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1575529958658
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1575529974826
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1575529975280
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1575529997575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575530003807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575530011215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575530011231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575530014576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575530014763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575530049900
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1575530057377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575530070185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575530084231
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1575530084335
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1575530084357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575530088610
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575530098935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575530121917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575530123862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575530146699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575530149989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575530248465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1575531340664
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1575531343595
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1575531344055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1575531365837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1575531370011
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1575531435139
